coreVulConstraint = 8230448
8230448,2753
8210448,2753
8190448,2753
8170448,2753
8150448,2753
8130448,2753
8110448,2753
8090448,2753
8070448,2753
8050448,2753
8030448,2753
8010448,2753
7990448,2753
7970448,2755
7950448,2755
7930448,2803
7910448,2805
7890448,2805
7870448,2808
7850448,2808
7830448,2818
7810448,2818
7790448,2823
7770448,2849
7750448,2849
7730448,2849
7710448,2850
7690448,2861
7670448,2861
7650448,2872
7630448,2895
7610448,2904
7590448,2914
7570448,2941
7550448,2954
7530448,2962
7510448,2998
7490448,3009
7470448,3026
7450448,3027
7430448,3047
7410448,3047
7390448,3056
7370448,3056
7350448,3136
7330448,3136
7310448,3157
7290448,0
7270448,0
7250448,0
7230448,0
7210448,0
7190448,0
7170448,0
7150448,0
7130448,0
7110448,0
7090448,0
7070448,0
7050448,0
7030448,0
7010448,0
6990448,0
6970448,0
6950448,0
6930448,0
6910448,0
6890448,0
6870448,0
6850448,0
6830448,0
6810448,0
6790448,0
6770448,0
6750448,0
6730448,0
6710448,0
6690448,0
6670448,0
6650448,0
6630448,0
6610448,0
6590448,0
6570448,0
6550448,0
6530448,0
6510448,0
6490448,0
6470448,0
6450448,0
6430448,0
6410448,0
6390448,0
6370448,0
6350448,0
6330448,0
6310448,0
6290448,0
6270448,0
6250448,0
6230448,0
6210448,0
6190448,0
6170448,0
6150448,0
6130448,0
6110448,0
6090448,0
6070448,0
6050448,0
6030448,0
6010448,0
5990448,0
5970448,0
5950448,0
5930448,0
5910448,0
5890448,0
5870448,0
5850448,0
5830448,0
5810448,0
5790448,0
5770448,0
5750448,0
5730448,0
5710448,0
5690448,0
5670448,0
5650448,0
5630448,0
5610448,0
5590448,0
5570448,0
5550448,0
5530448,0
5510448,0
5490448,0
5470448,0
5450448,0
5430448,0
5410448,0
5390448,0
5370448,0
5350448,0
5330448,0
5310448,0
5290448,0
5270448,0
5250448,0
5230448,0
5210448,0
5190448,0
5170448,0
5150448,0
5130448,0
5110448,0
5090448,0
5070448,0
5050448,0
5030448,0
5010448,0
4990448,0
4970448,0
4950448,0
4930448,0
4910448,0
4890448,0
4870448,0
4850448,0
4830448,0
4810448,0
4790448,0
4770448,0
4750448,0
4730448,0
4710448,0
4690448,0
4670448,0
4650448,0
4630448,0
4610448,0
4590448,0
4570448,0
4550448,0
4530448,0
4510448,0
4490448,0
4470448,0
4450448,0
4430448,0
4410448,0
4390448,0
4370448,0
4350448,0
4330448,0
4310448,0
4290448,0
4270448,0
4250448,0
4230448,0
4210448,0
4190448,0
4170448,0
4150448,0
4130448,0
4110448,0
4090448,0
4070448,0
4050448,0
4030448,0
4010448,0
3990448,0
3970448,0
3950448,0
3930448,0
3910448,0
3890448,0
3870448,0
3850448,0
3830448,0
3810448,0
3790448,0
3770448,0
3750448,0
3730448,0
3710448,0
3690448,0
3670448,0
3650448,0
3630448,0
3610448,0
3590448,0
3570448,0
3550448,0
3530448,0
3510448,0
3490448,0
3470448,0
3450448,0
3430448,0
3410448,0
3390448,0
3370448,0
3350448,0
3330448,0
3310448,0
3290448,0
3270448,0
3250448,0
3230448,0
3210448,0
3190448,0
3170448,0
3150448,0
3130448,0
3110448,0
3090448,0
3070448,0
3050448,0
3030448,0
3010448,0
2990448,0
2970448,0
2950448,0
2930448,0
2910448,0
2890448,0
2870448,0
2850448,0
2830448,0
2810448,0
2790448,0
2770448,0
2750448,0
2730448,0
2710448,0
2690448,0
2670448,0
2650448,0
2630448,0
2610448,0
2590448,0
2570448,0
2550448,0
2530448,0
2510448,0
2490448,0
2470448,0
2450448,0
2430448,0
2410448,0
2390448,0
2370448,0
2350448,0
2330448,0
2310448,0
2290448,0
2270448,0
2250448,0
2230448,0
2210448,0
2190448,0
2170448,0
2150448,0
2130448,0
2110448,0
2090448,0
2070448,0
